x;y
0;0.151631
1;0.151623
2;0.151617
3;0.151612
4;0.151608
5;0.151606
6;0.151604
7;0.151603
8;0.151599
9;0.151594
10;0.151592
11;0.151590
12;0.151585
13;0.151581
14;0.151580
15;0.151578
16;0.151575
17;0.151572
18;0.151571
19;0.151567
20;0.151564
21;0.151562
22;0.151561
23;0.151557
24;0.151553
25;0.151553
26;0.151551
27;0.151548
28;0.151545
29;0.151544
30;0.151541
31;0.151538
32;0.151536
33;0.151534
34;0.151532
35;0.151529
36;0.151528
37;0.151526
38;0.151524
39;0.151521
40;0.151519
41;0.151518
42;0.151516
43;0.151513
44;0.151511
45;0.151510
46;0.151508
47;0.151505
48;0.151503
49;0.151502
50;0.151500
51;0.151497
52;0.151496
53;0.151494
54;0.151491
55;0.151489
56;0.151488
57;0.151487
58;0.151484
59;0.151482
60;0.151481
61;0.151479
62;0.151477
63;0.151475
64;0.151474
65;0.151472
66;0.151469
67;0.151468
68;0.151467
69;0.151465
70;0.151462
71;0.151461
72;0.151460
73;0.151458
74;0.151455
75;0.151454
76;0.151453
77;0.151451
78;0.151449
79;0.151447
80;0.151446
81;0.151444
82;0.151442
83;0.151441
84;0.151439
85;0.151437
86;0.151435
87;0.151434
88;0.151433
89;0.151431
90;0.151429
91;0.151427
92;0.151427
93;0.151424
94;0.151422
95;0.151421
96;0.151420
97;0.151418
98;0.151416
99;0.151415
100;0.151414
101;0.151411
102;0.151409
103;0.151409
104;0.151407
105;0.151405
106;0.151403
107;0.151403
108;0.151401
109;0.151399
110;0.151397
111;0.151397
112;0.151395
113;0.151393
114;0.151391
115;0.151390
116;0.151389
117;0.151387
118;0.151386
119;0.151384
120;0.151383
121;0.151381
122;0.151379
123;0.151378
124;0.151377
125;0.151375
126;0.151373
127;0.151372
128;0.151371
129;0.151369
130;0.151367
131;0.151367
132;0.151365
133;0.151363
134;0.151362
135;0.151361
136;0.151359
137;0.151357
138;0.151356
139;0.151356
140;0.151354
141;0.151351
142;0.151351
143;0.151350
144;0.151348
145;0.151346
146;0.151345
147;0.151344
148;0.151342
149;0.151340
150;0.151340
151;0.151338
152;0.151336
153;0.151335
154;0.151334
155;0.151333
156;0.151331
157;0.151329
158;0.151329
159;0.151327
160;0.151325
161;0.151324
162;0.151323
163;0.151322
164;0.151320
165;0.151319
166;0.151317
167;0.151316
168;0.151315
169;0.151313
170;0.151312
171;0.151311
172;0.151309
173;0.151308
174;0.151307
175;0.151306
176;0.151304
177;0.151302
178;0.151302
179;0.151301
180;0.151298
181;0.151297
182;0.151297
183;0.151295
184;0.151293
185;0.151292
186;0.151292
187;0.151290
188;0.151288
189;0.151287
190;0.151286
191;0.151285
192;0.151282
193;0.151282
194;0.151281
195;0.151279
196;0.151278
197;0.151277
198;0.151276
199;0.151274
200;0.151273
201;0.151272
202;0.151271
203;0.151269
204;0.151268
205;0.151267
206;0.151266
207;0.151264
208;0.151263
209;0.151262
210;0.151261
211;0.151259
212;0.151258
213;0.151257
214;0.151256
215;0.151254
216;0.151253
217;0.151252
218;0.151251
219;0.151249
220;0.151248
221;0.151247
222;0.151246
223;0.151244
224;0.151243
225;0.151243
226;0.151242
227;0.151239
228;0.151238
229;0.151238
230;0.151237
231;0.151235
232;0.151234
233;0.151233
234;0.151232
235;0.151230
236;0.151229
237;0.151229
238;0.151227
239;0.151225
240;0.151225
241;0.151224
242;0.151223
243;0.151221
244;0.151220
245;0.151219
246;0.151218
247;0.151217
248;0.151216
249;0.151215
250;0.151214
251;0.151212
252;0.151211
253;0.151211
254;0.151209
255;0.151208
256;0.151207
257;0.151207
258;0.151205
259;0.151203
260;0.151203
261;0.151202
262;0.151201
263;0.151199
264;0.151199
265;0.151198
266;0.151197
267;0.151195
268;0.151195
269;0.151194
270;0.151193
271;0.151191
272;0.151191
273;0.151191
274;0.151189
275;0.151187
276;0.151187
277;0.151187
278;0.151185
279;0.151184
280;0.151184
281;0.151183
282;0.151181
283;0.151181
284;0.151180
285;0.151179
286;0.151178
287;0.151177
288;0.151177
289;0.151176
290;0.151175
291;0.151174
292;0.151174
293;0.151173
294;0.151172
295;0.151171
296;0.151171
297;0.151170
298;0.151169
299;0.151168
300;0.151168
301;0.151167
302;0.151166
303;0.151166
304;0.151166
305;0.151165
306;0.151163
307;0.151163
308;0.151164
309;0.151163
310;0.151161
311;0.151161
312;0.151162
313;0.151161
314;0.151159
315;0.151160
316;0.151160
317;0.151159
318;0.151158
319;0.151158
320;0.151158
321;0.151157
322;0.151157
323;0.151157
324;0.151157
325;0.151156
326;0.151156
327;0.151156
328;0.151157
329;0.151156
330;0.151156
331;0.151156
332;0.151156
333;0.151156
334;0.151156
335;0.151156
336;0.151156
337;0.151156
338;0.151156
339;0.151157
340;0.151157
341;0.151157
342;0.151157
343;0.151158
344;0.151159
345;0.151158
346;0.151158
347;0.151160
348;0.151161
349;0.151160
350;0.151161
351;0.151162
352;0.151163
353;0.151163
354;0.151164
355;0.151165
356;0.151166
357;0.151166
358;0.151167
359;0.151169
